Web Link (opens in new window),URN,LAESTAB,School name,Ofsted phase,Type of education,School open date,Admissions policy,Sixth form,Designated religious character,Religious ethos,Faith grouping,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,Multi-academy trust UID,Multi-academy trust name,Academy sponsor UID,Academy Sponsor Name,The income deprivation affecting children index (IDACI) quintile,Total number of pupils,Statutory lowest age,Statutory highest age,Inspection number,Inspection type,Inspection type grouping,Event type grouping,Inspection start date,Publication date,Category of concern,Safeguarding standards,Inclusion,Curriculum and teaching,Achievement,Attendance and behaviour,Personal development and wellbeing,Early years (where applicable),Post-16 provision (where applicable),Leadership and governance
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/147812,147812,8783101,Berry Pomeroy Parochial CofE Primary School,Primary,Academy Converter,01/10/2022,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,South West,South West,Devon,South Devon,TQ9 6LH,16126,THE ACADEMIES FOR CHARACTER AND EXCELLENCE,16133,The Academy for Character and Excellence,3,85,4,11,10428916,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,27/01/2026,,Met,Expected standard,Needs attention,Needs attention,Expected standard,Strong standard,Expected standard,Not applicable,Needs attention
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/115957,115957,8502200,Wallop Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,South East,South East,Hampshire,Romsey and Southampton North,SO20 8EH,NULL,NULL,NULL,NULL,1,116,4,11,10428277,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,21/01/2026,,Met,Expected standard,Expected standard,Needs attention,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/104431,104431,3402017,Westvale Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,North West,North West,Knowsley,Knowsley,L32 0RQ,NULL,NULL,NULL,NULL,5,211,3,11,10428136,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,02/12/2025,02/02/2026,,Met,Needs attention,Needs attention,Needs attention,Needs attention,Expected standard,Expected standard,Not applicable,Needs attention
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/109176,109176,8033064,The Manor Church of England Primary School,Primary,Voluntary Controlled School,NULL,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,South West,South West,South Gloucestershire,Thornbury and Yate,BS36 2LF,NULL,NULL,NULL,NULL,1,199,4,11,10428200,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,25/01/2026,,Met,Expected standard,Expected standard,Expected standard,Strong standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/148880,148880,8913530,Cotgrave Church of England Primary School,Primary,Academy Converter,01/10/2022,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,East Midlands,East Midlands,Nottinghamshire,Rushcliffe,NG12 3HS,2925,Diocese Of Southwell And Nottingham Multi-Academy Trust,2924,Diocese Of Southwell and Nottingham Multi-Academy Trust,2,109,3,11,10428933,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,27/01/2026,,Met,Expected standard,Needs attention,Needs attention,Needs attention,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/135316,135316,2126905,Ashcroft Technology Academy,Secondary,Academy Sponsor Led,01/09/2007,Non-selective,Has a sixth form,Does not apply,None,Non-faith,London,London,Wandsworth,Putney,SW15 2UT,NULL,NULL,4259,Prospect Education (Technology) Trust Limited,4,1511,11,18,10428482,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,22/01/2026,,Met,Strong standard,Exceptional,Exceptional,Exceptional,Strong standard,Not applicable,Exceptional,Exceptional
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/138396,138396,3302048,E-ACT Nechells Academy,Primary,Academy Sponsor Led,01/09/2012,Not applicable,Not applicable,Does not apply,None,Non-faith,West Midlands,West Midlands,Birmingham,Birmingham Ladywood,B7 5LB,2974,E-ACT,2973,E-ACT,5,193,3,11,10428590,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,02/02/2026,,Met,Expected standard,Needs attention,Needs attention,Strong standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/110261,110261,8252132,Ash Hill Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,South East,South East,Buckinghamshire,Wycombe,HP13 7HT,NULL,NULL,NULL,NULL,4,217,3,11,10428214,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,02/12/2025,09/02/2026,RSI,Met,Needs attention,Needs attention,Urgent improvement,Expected standard,Expected standard,Expected standard,Not applicable,Needs attention
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/149372,149372,8815255,St John Fisher Catholic Primary School,Primary,Academy Converter,01/10/2022,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,East of England,East of England,Essex,Epping Forest,IG10 2DY,4114,Our Lady of Fatima Catholic Multi Academy Trust,4621,Our Lady of Fatima Academy Trust,3,280,5,11,10428971,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,02/02/2026,,Met,Expected standard,Needs attention,Needs attention,Expected standard,Expected standard,Needs attention,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/148857,148857,8913295,Heathlands Primary School,Primary,Academy Converter,01/01/2023,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,East Midlands,East Midlands,Nottinghamshire,Mansfield,NG21 0DJ,2987,EAST MIDLANDS EDUCATION TRUST,5260,East Midlands Education Trust,4,182,3,11,10428931,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,27/01/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/137343,137343,8254095,Amersham School,Secondary,Academy Converter,01/09/2011,Non-selective,Has a sixth form,Does not apply,Does not apply,Non-faith,South East,South East,Buckinghamshire,Chesham and Amersham,HP7 9HH,NULL,NULL,NULL,NULL,1,1052,11,18,10428539,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,02/02/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/110446,110446,8253073,Haddenham St Mary's Church of England School,Primary,Voluntary Controlled School,NULL,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,South East,South East,Buckinghamshire,Mid Buckinghamshire,HP17 8AF,NULL,NULL,NULL,NULL,1,180,4,7,10428217,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,01/02/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/144575,144575,3512033,Higher Lane Primary School,Primary,Academy Converter,01/07/2017,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,North West,North West,Bury,Bury South,M45 7EX,16728,Vision Multi Academy Trust,17278,Vision Multi Academy Trust,3,512,3,11,10426084,S5 Inspection,S5 Inspection,Schools - S5,03/12/2025,08/02/2026,,Met,Expected standard,Expected standard,Needs attention,Expected standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/143909,143909,8872018,Wayfield Primary School,Primary,Academy Converter,01/09/2016,Unknown,Not applicable,None,Does not apply,Non-faith,South East,South East,Medway,Chatham and Aylesford,ME5 0HH,4245,THE PRIMARY FIRST TRUST,5006,The Primary First Trust,5,424,2,11,10430471,S8 No Formal Designation Visit,Section 8 deemed section 5 (excluding short inspections),Schools - S8 deemed S5,04/12/2025,05/02/2026,SM,Not met,Urgent improvement,Urgent improvement,Urgent improvement,Urgent improvement,Needs attention,Needs attention,Not applicable,Urgent improvement
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/118290,118290,8862164,East Peckham Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,South East,South East,Kent,Tonbridge,TN12 5LH,NULL,NULL,NULL,NULL,3,198,4,11,10428329,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,09/12/2025,13/02/2026,,Met,Strong standard,Expected standard,Expected standard,Strong standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/137048,137048,8814471,Mayflower High School,Secondary,Academy Converter,01/08/2011,Non-selective,Has a sixth form,None,Does not apply,Non-faith,East of England,East of England,Essex,Basildon and Billericay,CM12 0RT,NULL,NULL,NULL,NULL,1,1620,11,18,10428530,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,09/12/2025,02/02/2026,,Met,Expected standard,Expected standard,Expected standard,Strong standard,Strong standard,Not applicable,Expected standard,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/144571,144571,8723312,Earley St Peter's Church of England Primary School,Primary,Academy Converter,01/07/2017,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,South East,South East,Wokingham,Earley and Woodley,RG6 1EY,16732,The Keys Academy Trust,16733,The Keys Academy Trust,1,474,3,11,10428841,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,29/01/2026,,Met,Strong standard,Expected standard,Expected standard,Expected standard,Strong standard,Strong standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/143444,143444,9082241,Rosemellin Community Primary School,Primary,Academy Converter,01/10/2016,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,South West,South West,Cornwall,Camborne and Redruth,TR14 8PG,16328,CROFTY EDUCATION TRUST,NULL,NULL,5,387,4,11,10428748,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,09/12/2025,02/02/2026,,Met,Expected standard,Needs attention,Needs attention,Expected standard,Expected standard,Expected standard,Not applicable,Needs attention
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/149333,149333,9192118,Watchlytes Primary School,Primary,Academy Sponsor Led,01/12/2022,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,East of England,East of England,Hertfordshire,Welwyn Hatfield,AL7 2AZ,16797,Ivy Learning Trust,17082,Ivy Learning Trust,3,158,3,11,10428963,Academy First Section 5,Academy First Section 5,Schools - S5,09/12/2025,01/02/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Strong standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/107502,107502,3812046,Withinfields Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Calderdale,Halifax,HX3 9QJ,NULL,NULL,NULL,NULL,4,345,3,11,10428182,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,02/02/2026,,Met,Strong standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/104936,104936,3433367,St Gregory's Catholic Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,North West,North West,Sefton,Sefton Central,L31 2LB,NULL,NULL,NULL,NULL,2,234,3,11,10428152,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,18/02/2026,,Met,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/124625,124625,9352132,Gorseland Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,East of England,East of England,Suffolk,Central Suffolk and North Ipswich,IP5 3QR,NULL,NULL,NULL,NULL,1,483,3,11,10428410,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,09/12/2025,26/01/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/136306,136306,9164001,Sir Thomas Rich's School,Secondary,Academy Converter,01/10/2010,Selective,Has a sixth form,Does not apply,Does not apply,Non-faith,South West,South West,Gloucestershire,Tewkesbury,GL2 0LF,NULL,NULL,NULL,NULL,1,1249,11,18,10428504,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,04/02/2026,,Met,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Not applicable,Strong standard,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/143601,143601,2032024,Alderwood Primary School,Primary,Academy Converter,01/07/2017,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,London,London,Greenwich,Eltham and Chislehurst,SE9 2JH,16726,The Compass Partnership of Schools,NULL,NULL,4,199,3,11,10428752,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,26/01/2026,,Met,Strong standard,Expected standard,Strong standard,Expected standard,Strong standard,Expected standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/108931,108931,8012037,Glenfrome Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,South West,South West,Bristol,Bristol North East,BS5 6TY,NULL,NULL,NULL,NULL,4,425,4,11,10428197,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,02/02/2026,,Met,Expected standard,Needs attention,Needs attention,Expected standard,Expected standard,Expected standard,Not applicable,Needs attention
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/101981,101981,3082009,Capel Manor Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,London,London,Enfield,Enfield North,EN1 4RL,NULL,NULL,NULL,NULL,5,325,4,11,10428087,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,26/01/2026,,Met,Strong standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/150849,150849,3303385,St Peter's Catholic Primary School,Primary,Academy Converter,01/09/2024,Not applicable,Not applicable,Roman Catholic,Does not apply,Christian,West Midlands,West Midlands,Birmingham,Birmingham Edgbaston,B32 3QD,5609,Lumen Christi Catholic Multi Academy Company,NULL,NULL,5,210,4,11,10429021,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,27/01/2026,,Met,Strong standard,Expected standard,Strong standard,Strong standard,Strong standard,Strong standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/143345,143345,8602358,Chesterton Primary School,Primary,Academy Converter,01/10/2016,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Staffordshire,Newcastle-under-Lyme,ST5 7NT,2650,Collective Vision Trust,2649,Collective Vision Trust,5,177,2,11,10428746,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,05/02/2026,,Met,Strong standard,Expected standard,Expected standard,Expected standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/144323,144323,3722134,Woodsetts Primary School,Primary,Academy Converter,01/06/2017,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Rotherham,Rother Valley,S81 8SB,5318,White Woods Primary Academy Trust,5317,White Woods Primary Academy Trust,3,218,3,11,10428791,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,01/02/2026,,Met,Strong standard,Expected standard,Strong standard,Strong standard,Strong standard,Strong standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/112851,112851,8303083,Rosliston CofE Primary School,Primary,Voluntary Controlled School,NULL,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,East Midlands,East Midlands,Derbyshire,South Derbyshire,DE12 8JW,NULL,NULL,NULL,NULL,2,70,4,11,10428246,Requires Improvement S5 Reinspection Visit 2,Requires Improvement S5 Reinspection Visit 2,Schools - S5,09/12/2025,11/02/2026,,Met,Needs attention,Needs attention,Needs attention,Needs attention,Expected standard,Needs attention,Not applicable,Needs attention
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/108731,108731,3934026,Hebburn Comprehensive School,Secondary,Community School,NULL,Non-selective,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",North East,South Tyneside,Jarrow and Gateshead East,NE31 2QU,NULL,NULL,NULL,NULL,5,908,11,16,10428195,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,09/12/2025,25/01/2026,,Met,Expected standard,Expected standard,Expected standard,Needs attention,Strong standard,Not applicable,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/114213,114213,8403031,Chester-Le-Street CofE (Controlled) Primary School,Primary,Voluntary Controlled School,NULL,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,"North East, Yorkshire and the Humber",North East,Durham,North Durham,DH2 2JT,NULL,NULL,NULL,NULL,4,276,2,11,10428256,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,02/02/2026,,Met,Expected standard,Expected standard,Needs attention,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/139471,139471,8022262,Birdwell Primary School,Primary,Academy Converter,01/04/2013,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,South West,South West,North Somerset,North Somerset,BS41 9AZ,NULL,NULL,NULL,NULL,1,424,3,11,10428636,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,02/02/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/139176,139176,3093300,St Paul's and All Hallows CofE Infant School,Primary,Academy Converter,01/01/2013,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,London,London,Haringey,Tottenham,N17 0HH,3703,LDBS Academies Trust,2914,Diocese of London,5,87,3,7,10428625,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,27/01/2026,,Met,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/139631,139631,3302452,Pegasus Primary School,Primary,Academy Converter,01/05/2013,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,Birmingham Erdington,B35 6PR,4004,SUMMIT LEARNING TRUST,4003,Summit Learning Trust,5,186,5,11,10428643,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,29/01/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/133552,133552,9402230,Henry Chichele Primary School,Primary,Community School,01/09/2004,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,East Midlands,East Midlands,North Northamptonshire,Wellingborough and Rushden,NN10 8NQ,NULL,NULL,NULL,NULL,2,373,4,11,10428458,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,09/12/2025,09/02/2026,,Met,Needs attention,Needs attention,Needs attention,Needs attention,Expected standard,Expected standard,Not applicable,Needs attention
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/125037,125037,9362384,The Grange Community Infant School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,South East,South East,Surrey,Runnymede and Weybridge,KT15 3RL,NULL,NULL,NULL,NULL,2,224,4,7,10429718,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,01/02/2026,,Met,Expected standard,Needs attention,Needs attention,Needs attention,Expected standard,Needs attention,Not applicable,Needs attention
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/148938,148938,3323354,Pedmore CE Primary School,Primary,Academy Converter,01/11/2022,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,West Midlands,West Midlands,Dudley,Stourbridge,DY9 0RH,17544,ELEMENTS DIOCESAN LEARNING TRUST,16558,The Worcester Diocesan Academies Trust,1,220,5,11,10428934,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,02/02/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Strong standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/138014,138014,8123514,Saint Joseph's Catholic Primary Voluntary Academy,Primary,Academy Converter,01/04/2012,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,"North East, Yorkshire and the Humber",Yorkshire and the Humber,North East Lincolnshire,Great Grimsby and Cleethorpes,DN35 9DL,4581,OUR LADY OF LOURDES CATHOLIC MULTI-ACADEMY TRUST,17173,Our Lady Of Lourdes Catholic Multi-Academy Trust,5,85,3,11,10431782,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,09/02/2026,RSI,Met,Needs attention,Urgent improvement,Urgent improvement,Needs attention,Needs attention,Needs attention,Not applicable,Needs attention
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/137954,137954,2086907,City Heights E-ACT Academy,Secondary,Academy Sponsor Led,01/09/2013,Non-selective,Has a sixth form,Does not apply,None,Non-faith,London,London,Lambeth,Clapham and Brixton Hill,SW2 3PW,2974,E-ACT,2973,E-ACT,4,473,11,18,10428561,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,01/02/2026,,Met,Expected standard,Needs attention,Needs attention,Expected standard,Expected standard,Not applicable,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/100809,100809,2102516,Robert Browning Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,London,London,Southwark,Peckham,SE17 1DQ,NULL,NULL,NULL,NULL,5,191,3,11,10428071,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,09/02/2026,,Met,Strong standard,Expected standard,Expected standard,Strong standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/138283,138283,9253310,The Harrowby Church of England Primary School,Primary,Academy Converter,01/07/2012,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,East Midlands,East Midlands,Lincolnshire,Grantham and Bourne,NG31 9LJ,3746,LINCOLN ANGLICAN ACADEMY TRUST,3745,Diocese of Lincoln,4,52,3,11,10428581,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,09/12/2025,22/01/2026,,Met,Expected standard,Needs attention,Needs attention,Needs attention,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/140307,140307,9313230,John Blandy Primary School,Primary,Academy Converter,01/11/2013,Not applicable,Does not have a sixth form,None,Does not apply,Non-faith,South East,South East,Oxfordshire,Witney,OX13 5DJ,3083,CAMBRIAN LEARNING TRUST,17245,Faringdon Academy of Schools,1,282,4,11,10427503,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,22/01/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/136147,136147,3086907,Lift Aylward,Secondary,Academy Sponsor Led,01/09/2010,Non-selective,Has a sixth form,Does not apply,None,Non-faith,London,London,Enfield,Edmonton and Winchmore Hill,N18 1NB,2053,LIFT SCHOOLS,2054,Lift Schools,5,1401,11,19,10428501,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,01/02/2026,,Met,Strong standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/109268,109268,8033437,St Augustine of Canterbury Catholic Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,South West,South West,South Gloucestershire,Filton and Bradley Stoke,BS16 6QR,NULL,NULL,NULL,NULL,2,184,4,11,10428201,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,01/02/2026,,Met,Needs attention,Needs attention,Needs attention,Needs attention,Needs attention,Expected standard,Not applicable,Needs attention
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/150474,150474,8222012,Bedford Road Primary Academy,Primary,Academy Sponsor Led,01/01/2024,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,East of England,East of England,Bedford,Bedford,MK42 8QH,5271,KNOWLEDGE SCHOOLS TRUST,5270,Knowledge Schools Trust,3,373,5,11,10429018,Academy First Section 5,Academy First Section 5,Schools - S5,09/12/2025,27/01/2026,,Met,Expected standard,Expected standard,Needs attention,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/138711,138711,8064122,Outwood Academy Ormesby,Secondary,Academy Converter,01/09/2012,Non-selective,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",North East,Middlesbrough,Middlesbrough South and East Cleveland,TS3 0RH,4119,OUTWOOD GRANGE ACADEMIES TRUST,4118,Outwood Grange Academies Trust,5,738,11,16,10428602,Serious Weaknesses S5 Reinspection,Serious Weaknesses S5 Reinspection,Schools - S5,09/12/2025,09/02/2026,,Met,Expected standard,Needs attention,Needs attention,Needs attention,Expected standard,Not applicable,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/109996,109996,8683072,Eton Wick CofE First School,Primary,Voluntary Controlled School,NULL,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,South East,South East,Windsor and Maidenhead,Windsor,SL4 6JB,NULL,NULL,NULL,NULL,2,132,3,9,10428212,S5 Inspection,S5 Inspection,Schools - S5,09/12/2025,25/01/2026,,Met,Expected standard,Expected standard,Needs attention,Needs attention,Expected standard,Needs attention,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/111309,111309,8773409,St Augustine's Catholic Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,North West,North West,Warrington,Warrington South,WA4 1PY,NULL,NULL,NULL,NULL,4,157,3,11,10428227,S5 Inspection,S5 Inspection,Schools - S5,10/12/2025,28/01/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/115469,115469,8817054,Glenwood School,Special,Community Special School,NULL,Not applicable,Has a sixth form,Does not apply,Does not apply,Non-faith,East of England,East of England,Essex,Castle Point,SS7 4LW,NULL,NULL,NULL,NULL,3,248,3,19,10433488,S8 No Formal Designation Visit,S8 No Formal Designation Visit,Schools - S8,11/12/2025,11/02/2026,,Met,9,9,9,9,9,9,9,9
