URN,LAESTAB,School name,Type of education,School type,School open date,Sixth Form,Religious character,Religious ethos,Faith grouping,Inspectorate,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,Total number of pupils,Inspection number of latest REIF standard inspection,Inspection type,Inspection type grouping,Inspection start date,Publication date,Safeguarding standards,Inclusion,Curriculum and teaching,Achievement,Attendance and behaviour,Personal development and wellbeing,Early years (where applicable),Post-16 provision (where applicable),Leadership and governance,Inspection number of latest OEIF standard inspection,Inspection type of latest OEIF standard inspection,Inspection type grouping of latest OEIF standard inspection,Inspection start date of latest OEIF standard inspection,Publication date of latest OEIF standard inspection,Latest OEIF overall effectiveness,Latest OEIF quality of education,Latest OEIF behaviour and attitudes,Latest OEIF personal development,Latest OEIF effectiveness of leadership and management,Latest OEIF safeguarding is effective?,Latest OEIF early years provision (where applicable),Latest OEIF sixth form provision (where applicable),Most recent standard inspection: School complies with registration agreement (GIAS)?,Most recent standard inspection: Overall compliance with ISS,Most recent standard inspection: Part 1 overall,Most recent standard inspection: Part 2 overall,Most recent standard inspection: Part 3 overall,Most recent standard inspection: Part 4 overall,Most recent standard inspection: Part 5 overall,Most recent standard inspection: Part 6 overall,Most recent standard inspection: Part 7 overall,Most recent standard inspection: Part 8 overall,Most recent progress monitoring: inspection number,Most recent progress monitoring: inspection type,Most recent progress monitoring: start date,Most recent progress monitoring: academic year,Most recent progress monitoring: publication date,Most recent progress monitoring: overall outcome,
147272,3556013,Beis Rochel Mcr Girls school ltd,Other Independent School,Independent faith school,25/09/2019,Does not have a sixth form,Unknown,Jewish,Jewish,Ofsted,North West,North West,Salford,Salford,M7 2FZ,158,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391791,Independent School standard inspection,Independent Standard Inspection,24/06/2025,09/09/2025,3,3,2,3,3,Yes,3,NULL,Y,Did not meet all standards,Not met,Not met,Met,Met,Met,Met,Met,Not met,NULL,NULL,NULL,NULL,NULL,NULL,
147293,8716005,Darul Madinah,Other Independent Special School,Independent special school,11/09/2019,Not applicable,Unknown,Islam,Muslim,Ofsted,South East,South East,Slough,Slough,SL1 2PH,112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10322073,Independent School standard inspection,Independent Standard Inspection,02/07/2024,09/09/2024,2,2,2,2,2,Yes,2,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147296,2046021,Beis Rochel D'satmar School,Other Independent School,Independent faith school,28/01/2020,Does not have a sixth form,Orthodox Jewish,Orthodox Jewish,Jewish,Ofsted,London,London,Hackney,Tottenham,N16 5DS,669,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342146,Independent School standard inspection,Independent Standard Inspection,04/02/2025,13/03/2025,2,2,1,2,2,Yes,2,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147298,8156048,Clervaux Garden School,Other Independent Special School,Independent special school,19/12/2019,Not applicable,None,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,North Yorkshire,Richmond and Northallerton,DL2 2TF,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342147,Independent School standard inspection,Independent Standard Inspection,26/11/2024,13/01/2025,2,2,1,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147312,2046022,Ohr Emes,Other Independent School,Independent faith school,28/08/2019,Does not have a sixth form,Unknown,Jewish,Jewish,Ofsted,London,London,Hackney,Hackney North and Stoke Newington,E5 9JZ,143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391792,Independent School standard inspection,Independent Standard Inspection,29/07/2025,09/11/2025,3,3,2,2,3,Yes,2,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147349,3516017,Mill School - Bury,Other Independent Special School,Independent special school,06/05/2020,Not applicable,Unknown,None,Non-faith,Ofsted,North West,North West,Bury,Bury North,BL8 2BD,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10378625,Independent School standard inspection,Independent Standard Inspection,29/04/2025,09/06/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147366,3556014,Bnos Margulis Viznitz Girls' School,Other Independent School,Independent faith school,09/10/2019,Does not have a sixth form,None,Jewish,Jewish,Ofsted,North West,North West,Salford,Bury South,M7 4DQ,149,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267698,Independent School standard inspection,Independent Standard Inspection,13/06/2023,26/07/2023,2,2,2,2,2,Yes,2,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147462,8126008,Learning4Life-GY,Other Independent School,Other independent school,06/11/2019,Has a sixth form,Unknown,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,North East Lincolnshire,Great Grimsby and Cleethorpes,DN32 7AP,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342150,Independent School standard inspection,Independent Standard Inspection,26/11/2024,18/12/2024,2,2,2,2,2,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147468,3446003,Progress Schools - Hamilton Square,Other Independent School,Other independent school,29/10/2019,Does not have a sixth form,Unknown,None,Non-faith,Ofsted,North West,North West,Wirral,Birkenhead,CH41 5AT,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391793,Independent School standard inspection,Independent Standard Inspection,15/07/2025,17/09/2025,3,3,2,2,3,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147471,8786082,Belong School Devon,Other Independent Special School,Independent special school,27/11/2019,Not applicable,Unknown,None,Non-faith,Ofsted,South West,South West,Devon,Exeter,EX2 8PU,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267699,Independent School standard inspection,Independent Standard Inspection,23/05/2023,12/07/2023,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147473,8816075,Compass Community School Essex,Other Independent Special School,Independent special school,31/01/2020,Not applicable,Unknown,None,Non-faith,Ofsted,East of England,East of England,Essex,Clacton,CO16 9PY,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342151,Independent School standard inspection,Independent Standard Inspection,10/12/2024,20/01/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147546,9386004,Educate U,Other Independent School,Other independent school,02/12/2019,Does not have a sixth form,None,None,Non-faith,Ofsted,South East,South East,West Sussex,Worthing West,BN11 1BG,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342152,Independent School standard inspection,Independent Standard Inspection,11/03/2025,20/05/2025,3,2,1,1,3,Yes,NULL,NULL,N,Did not meet all standards,Met,Met,Met,Met,Met,Met,Met,Not met,10415439,Independent school Progress Monitoring inspection,04/11/2025,2025/26,19/12/2025,Met all standards that were checked,
147547,2126005,Roehampton Hospital School,Other Independent School,Other independent school,02/12/2019,Has a sixth form,Unknown,None,Non-faith,Ofsted,London,London,Wandsworth,Putney,SW15 5JJ,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10322603,Independent School standard inspection,Independent Standard Inspection,26/11/2024,15/01/2025,1,1,1,1,1,Yes,NULL,1,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147548,8886121,Calder Lodge School,Other Independent Special School,Independent special school,05/11/2019,Not applicable,None,None,Non-faith,Ofsted,North West,North West,Lancashire,Lancaster and Wyre,PR3 1UL,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10322515,Independent School standard inspection,Independent Standard Inspection,11/06/2024,09/07/2024,2,2,1,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147604,8896016,Noorul Uloom,Other Independent School,Independent faith school,27/10/2020,Has a sixth form,Islam,Islam,Muslim,Ofsted,North West,North West,Blackburn with Darwen,Blackburn,BB2 3NY,136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10334571,Independent School standard inspection,Independent Standard Inspection,08/05/2024,13/06/2024,2,2,1,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147607,8556047,R.E.A.L Independent Schools Hinckley,Other Independent Special School,Independent special school,24/08/2020,Not applicable,Unknown,None,Non-faith,Ofsted,East Midlands,East Midlands,Leicestershire,Hinckley and Bosworth,LE10 1AP,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342153,Independent School standard inspection,Independent Standard Inspection,26/11/2024,13/01/2025,2,2,1,1,1,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147615,8506096,Compass Community School Hampshire,Other Independent Special School,Independent special school,06/03/2020,Not applicable,Unknown,None,Non-faith,Ofsted,South East,South East,Hampshire,Woking,GU22 7BT,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342154,Independent School standard inspection,Independent Standard Inspection,01/10/2024,10/11/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147635,8866159,Infiniti School,Other Independent Special School,Independent special school,24/08/2020,Not applicable,Unknown,None,Non-faith,Ofsted,South East,South East,Kent,Faversham and Mid Kent,ME9 0BG,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342155,Independent School standard inspection,Independent Standard Inspection,29/04/2025,18/06/2025,2,2,2,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147648,3946005,Hopespring Sunderland,Other Independent School,Other independent school,05/03/2020,Does not have a sixth form,None,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",North East,Sunderland,Sunderland Central,SR2 9HA,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342156,Independent School standard inspection,Independent Standard Inspection,22/10/2024,05/12/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147655,8506097,GLADE School,Other Independent Special School,Independent special school,28/08/2020,Not applicable,Unknown,None,Non-faith,Ofsted,South East,South East,Hampshire,New Forest East,SO40 3BU,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286469,Independent School standard inspection,Independent Standard Inspection,17/10/2023,14/11/2023,2,2,2,2,2,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147662,3546039,Rochdale Islamic Academy,Other Independent School,Independent faith school,17/03/2020,Does not have a sixth form,Unknown,Muslim,Muslim,Ofsted,North West,North West,Rochdale,Rochdale,OL12 0HZ,119,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342158,Independent School standard inspection,Independent Standard Inspection,03/12/2024,21/01/2025,3,3,2,2,3,Yes,NULL,NULL,Y,Did not meet all standards,Not met,Met,Met,Met,Met,Met,Met,Not met,10422505,Independent school Progress Monitoring inspection,22/10/2025,2025/26,24/11/2025,Did not meet all standards that were checked,
147663,8686026,Queensmead House School,Other Independent Special School,Independent special school,18/03/2020,Not applicable,Unknown,None,Non-faith,Ofsted,South East,South East,Windsor and Maidenhead,Windsor,SL4 2AX,103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286467,Independent School standard inspection,Independent Standard Inspection,14/05/2024,19/06/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147665,3416016,Prudentia Education,Other Independent School,Other independent school,02/03/2021,Does not have a sixth form,None,None,Non-faith,Ofsted,North West,North West,Liverpool,Liverpool Garston,L24 0TR,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299255,Independent School standard inspection,Independent Standard Inspection,13/03/2024,01/05/2024,2,2,2,2,2,Yes,NULL,NULL,N,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147690,8216017,Al Hikmah Boys School,Other Independent School,Independent faith school,26/03/2020,Does not have a sixth form,Unknown,Islam,Muslim,Ofsted,East of England,East of England,Luton,Luton North,LU4 9LE,131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267700,Independent School standard inspection,Independent Standard Inspection,06/06/2023,12/07/2023,2,2,2,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147697,9406011,Progress Schools - Thrapston,Other Independent School,Other independent school,28/08/2020,Does not have a sixth form,None,None,Non-faith,Ofsted,East Midlands,East Midlands,North Northamptonshire,Corby and East Northamptonshire,NN14 4LZ,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391794,Independent School standard inspection,Independent Standard Inspection,15/07/2025,13/10/2025,4,3,4,3,4,Yes,NULL,NULL,Y,Did not meet all standards,Not met,Met,Not met,Met,Met,Met,Met,Not met,NULL,NULL,NULL,NULL,NULL,NULL,
147702,3336134,V.A.S.E Academy,Other Independent School,Other independent school,21/08/2020,Has a sixth form,None,None,Non-faith,Ofsted,West Midlands,West Midlands,Sandwell,West Bromwich,B21 8LE,34,10427390,Independent School standard inspection,Independent standard inspection,24/02/2026,26/04/2026,Met,Strong standard,Expected standard,Expected standard,Expected standard,Strong standard,Not applicable,Expected standard,Expected standard,10267701,Independent School standard inspection,Independent Standard Inspection,14/03/2023,10/05/2023,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147703,9256055,Esland Grantham School,Other Independent Special School,Independent special school,18/08/2020,Not applicable,None,None,Non-faith,Ofsted,East Midlands,East Midlands,Lincolnshire,Grantham and Bourne,NG31 9RT,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299257,Independent School standard inspection,Independent Standard Inspection,30/01/2024,07/03/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147704,8816076,Omnia Foundation,Other Independent Special School,Independent special school,02/03/2021,Not applicable,None,None,Non-faith,Ofsted,East of England,East of England,Essex,Rayleigh and Wickford,SS6 9DT,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286141,Independent School standard inspection,Independent Standard Inspection,11/07/2023,19/09/2023,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147705,9336012,Silver Bridge School,Other Independent Special School,Independent special school,16/07/2020,Not applicable,Unknown,None,Non-faith,Ofsted,South West,South West,Somerset,Taunton and Wellington,TA1 3DL,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10322165,Independent School standard inspection,Independent Standard Inspection,21/05/2024,25/06/2024,2,2,2,1,2,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147733,3816023,Beacon Lights Schools,Other Independent School,Independent faith school,02/09/2020,Does not have a sixth form,Unknown,Islam,Muslim,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Calderdale,Halifax,HX1 5JL,188,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10374864,Independent School standard inspection,Independent Standard Inspection,08/07/2025,21/09/2025,2,2,1,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147734,8556048,Nanpantan Hall Nurture Centre,Other Independent Special School,Independent special school,24/08/2020,Not applicable,Unknown,Christian/non-denominational,Christian,Ofsted,East Midlands,East Midlands,Leicestershire,Loughborough,LE11 3YF,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286471,Independent School standard inspection,Independent Standard Inspection,06/02/2024,18/03/2024,1,1,1,1,1,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147735,8886122,Springfield House School,Other Independent School,Other independent school,18/08/2020,Has a sixth form,Unknown,None,Non-faith,Ofsted,North West,North West,Lancashire,Lancaster and Wyre,PR3 6HL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391795,Independent School standard inspection,Independent Standard Inspection,01/07/2025,16/09/2025,2,2,1,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147736,3336016,Dudley Port School,Other Independent Special School,Independent special school,06/08/2020,Not applicable,None,None,Non-faith,Ofsted,West Midlands,West Midlands,Sandwell,Tipton and Wednesbury,DY4 7QR,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299258,Independent School standard inspection,Independent Standard Inspection,01/10/2024,10/11/2024,3,3,3,3,3,Yes,NULL,NULL,Y,Did not meet all standards,Not met,Met,Met,Met,Met,Met,Met,Not met,10416317,Independent school Progress Monitoring inspection,17/09/2025,2025/26,21/10/2025,Did not meet all standards that were checked,
147768,9366040,Pathways Education,Other Independent Special School,Independent special school,04/03/2021,Not applicable,Unknown,None,Non-faith,Ofsted,South East,South East,Surrey,Farnham and Bordon,GU10 2LB,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342160,Independent School standard inspection,Independent Standard Inspection,04/03/2025,31/03/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147780,8606068,Compass Community School Staffordshire,Other Independent Special School,Independent special school,11/08/2020,Not applicable,Unknown,None,Non-faith,Ofsted,West Midlands,West Midlands,Staffordshire,Staffordshire Moorlands,ST10 3ER,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342161,Independent School standard inspection,Independent Standard Inspection,03/12/2024,26/01/2025,2,2,1,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147859,3576007,Safe Start School,Other Independent School,Other independent school,07/09/2020,Does not have a sixth form,Unknown,None,Non-faith,Ofsted,North West,North West,Tameside,Ashton-under-Lyne,OL6 7ST,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342162,Independent School standard inspection,Independent Standard Inspection,14/01/2025,03/03/2025,3,3,2,2,3,Yes,NULL,NULL,Y,Did not meet all standards,Not met,Met,Not met,Met,Not met,Met,Met,Not met,10444486,Independent school Progress Monitoring inspection,10/02/2026,2025/26,26/03/2026,Met all standards that were checked,
147896,8956016,Lavender Field School,Other Independent Special School,Independent special school,28/07/2020,Not applicable,Unknown,None,Non-faith,Ofsted,North West,North West,Cheshire East,Crewe and Nantwich,CW1 3AE,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10298729,Independent School standard inspection,Independent Standard Inspection,07/11/2023,12/12/2023,2,2,1,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147899,8956017,Cornerstone Academy,Other Independent School,Other independent school,15/09/2020,Does not have a sixth form,Unknown,None,Non-faith,Ofsted,North West,North West,Cheshire East,Crewe and Nantwich,CW1 4PP,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342163,Independent School standard inspection,Independent Standard Inspection,03/06/2025,01/07/2025,2,2,1,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147911,9386006,Atelier21 Future School,Other Independent School,Other independent school,24/08/2020,Does not have a sixth form,None,None,Non-faith,Ofsted,South East,South East,West Sussex,Crawley,RH11 9RZ,130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342164,Independent School standard inspection,Independent Standard Inspection,01/07/2025,09/09/2025,2,2,2,1,2,Yes,1,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147912,3536008,Westwood Boys School,Other Independent School,Independent faith school,20/01/2022,Has a sixth form,Islam,Muslim,Muslim,Ofsted,North West,North West,Oldham,Oldham East and Saddleworth,OL1 1TE,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10254697,Independent school standard inspection - first,Independent Standard Inspection,28/02/2023,04/05/2023,2,2,1,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147914,8076002,Mackenzie Thorpe Centre,Other Independent Special School,Independent special school,16/09/2020,Not applicable,Unknown,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",North East,Redcar and Cleveland,Redcar,TS6 6SU,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342166,Independent School standard inspection,Independent Standard Inspection,08/04/2025,22/05/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
