URN,LAESTAB,School name,Type of education,School type,School open date,Sixth Form,Religious character,Religious ethos,Faith grouping,Inspectorate,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,Total number of pupils,Inspection number of latest REIF standard inspection,Inspection type,Inspection type grouping,Inspection start date,Publication date,Safeguarding standards,Inclusion,Curriculum and teaching,Achievement,Attendance and behaviour,Personal development and wellbeing,Early years (where applicable),Post-16 provision (where applicable),Leadership and governance,Inspection number of latest OEIF standard inspection,Inspection type of latest OEIF standard inspection,Inspection type grouping of latest OEIF standard inspection,Inspection start date of latest OEIF standard inspection,Publication date of latest OEIF standard inspection,Latest OEIF overall effectiveness,Latest OEIF quality of education,Latest OEIF behaviour and attitudes,Latest OEIF personal development,Latest OEIF effectiveness of leadership and management,Latest OEIF safeguarding is effective?,Latest OEIF early years provision (where applicable),Latest OEIF sixth form provision (where applicable),Most recent standard inspection: School complies with registration agreement (GIAS)?,Most recent standard inspection: Overall compliance with ISS,Most recent standard inspection: Part 1 overall,Most recent standard inspection: Part 2 overall,Most recent standard inspection: Part 3 overall,Most recent standard inspection: Part 4 overall,Most recent standard inspection: Part 5 overall,Most recent standard inspection: Part 6 overall,Most recent standard inspection: Part 7 overall,Most recent standard inspection: Part 8 overall,Most recent progress monitoring: inspection number,Most recent progress monitoring: inspection type,Most recent progress monitoring: start date,Most recent progress monitoring: academic year,Most recent progress monitoring: publication date,Most recent progress monitoring: overall outcome,
146078,8606048,Castle Hill School,Other Independent Special School,Independent special school,10/12/2018,Does not have a sixth form,None,None,Non-faith,Ofsted,West Midlands,West Midlands,Staffordshire,Newcastle-under-Lyme,ST7 8DH,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10310192,Independent School standard inspection,Independent Standard Inspection,05/03/2024,18/04/2024,3,3,2,2,3,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146164,8946011,The Seeds School,Other Independent Special School,Independent special school,17/01/2019,Does not have a sixth form,None,None,Non-faith,Ofsted,West Midlands,West Midlands,Telford and Wrekin,Telford,TF4 3EE,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10284435,Independent School standard inspection,Independent Standard Inspection,12/09/2023,05/10/2023,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146166,8656051,The Spires,Other Independent Special School,Independent special school,07/11/2018,Not applicable,None,None,Non-faith,Ofsted,South West,South West,Wiltshire,Salisbury,SP1 3YA,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286460,Independent School standard inspection,Independent Standard Inspection,06/02/2024,14/03/2024,2,2,2,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146200,8786075,The Outdoors School,Other Independent Special School,Independent special school,02/07/2019,Not applicable,None,None,Non-faith,Ofsted,South West,South West,Devon,Central Devon,EX2 9QQ,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391786,Independent School standard inspection,Independent Standard Inspection,08/07/2025,09/09/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146277,2096005,The Young Women's Hub,Other Independent Special School,Independent special school,20/12/2018,Not applicable,None,None,Non-faith,Ofsted,London,London,Lewisham,Lewisham East,SE6 1AU,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10375112,Independent School standard inspection,Independent Standard Inspection,08/07/2025,09/09/2025,2,2,1,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146332,9356013,New Skill Centre,Other Independent Special School,Independent special school,08/04/2019,Not applicable,None,None,Non-faith,Ofsted,East of England,East of England,Suffolk,Ipswich,IP3 9QR,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342138,Independent School standard inspection,Independent Standard Inspection,24/06/2025,08/09/2025,2,2,2,2,2,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146333,8116018,Sycamore House School,Other Independent Special School,Independent special school,08/01/2019,Not applicable,None,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,East Riding of Yorkshire,Beverley and Holderness,HU19 2NT,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299245,Independent School standard inspection,Independent Standard Inspection,28/02/2024,30/04/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146335,9336010,Compton Dundon School,Other Independent Special School,Independent special school,14/11/2018,Not applicable,None,None,Non-faith,Ofsted,South West,South West,Somerset,Glastonbury and Somerton,TA11 6TE,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299246,Independent School standard inspection,Independent Standard Inspection,21/05/2024,25/06/2024,2,2,1,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146350,8946012,Aspris Telford School,Other Independent Special School,Independent special school,08/05/2019,Not applicable,None,None,Non-faith,Ofsted,West Midlands,West Midlands,Telford and Wrekin,Telford,TF8 7DT,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391788,Independent School standard inspection,Independent Standard Inspection,24/06/2025,27/07/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146360,8556043,Dovetree School,Other Independent Special School,Independent special school,18/12/2018,Not applicable,Unknown,None,Non-faith,Ofsted,East Midlands,East Midlands,Leicestershire,Hinckley and Bosworth,LE10 0TB,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286464,Independent School standard inspection,Independent Standard Inspection,13/12/2023,30/01/2024,2,2,1,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146525,3906010,Keser Girls School,Other Independent School,Independent faith school,28/06/2019,Does not have a sixth form,Unknown,Jewish,Jewish,Ofsted,"North East, Yorkshire and the Humber",North East,Gateshead,Gateshead Central and Whickham,NE8 1NR,364,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342140,Independent School standard inspection,Independent Standard Inspection,07/05/2025,07/09/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146553,2026005,LSI Independent College,Other Independent School,Other independent school,19/08/2019,Has a sixth form,None,None,Non-faith,Ofsted,London,London,Camden,Hampstead and Highgate,NW3 5QA,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10322597,Independent School standard inspection,Independent Standard Inspection,14/05/2024,25/06/2024,2,2,1,2,2,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146563,3356044,West Midlands Education and Skills,Other Independent Special School,Independent special school,03/07/2019,Not applicable,Unknown,None,Non-faith,Ofsted,West Midlands,West Midlands,Walsall,Walsall and Bloxwich,WS2 8HN,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342141,Independent School standard inspection,Independent Standard Inspection,25/02/2025,30/03/2025,2,2,2,2,2,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146569,8886128,Turning Point Academy,Other Independent School,Other independent school,22/01/2019,Does not have a sixth form,Unknown,None,Non-faith,Ofsted,North West,North West,Lancashire,West Lancashire,L39 1PX,63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10307720,Independent School standard inspection,Independent Standard Inspection,20/02/2024,26/03/2024,2,2,1,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146571,3726000,Abbeywood School,Other Independent Special School,Independent special school,20/02/2019,Not applicable,Unknown,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Rotherham,Rother Valley,S66 8QN,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286466,Independent School standard inspection,Independent Standard Inspection,14/11/2023,20/12/2023,2,2,1,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146633,3836009,Southway Independent School,Other Independent School,Other independent school,11/03/2019,Does not have a sixth form,Unknown,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS10 3JA,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10374861,Independent School standard inspection,Independent Standard Inspection,08/07/2025,11/09/2025,2,2,2,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146646,3536004,SMS Changing Lives School,Other Independent Special School,Independent special school,09/07/2019,Does not have a sixth form,Unknown,None,Non-faith,Ofsted,North West,North West,Oldham,"Oldham West, Chadderton and Royton",OL9 9XA,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391789,Independent School standard inspection,Independent Standard Inspection,10/06/2025,15/07/2025,3,3,2,2,3,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146660,9366058,Serenity School,Other Independent Special School,Independent special school,21/12/2018,Not applicable,Unknown,None,Non-faith,Ofsted,South East,South East,Surrey,Reigate,CR5 3QG,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267691,Independent School standard inspection,Independent Standard Inspection,17/05/2023,04/07/2023,1,1,1,1,1,Yes,NULL,1,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146671,9166025,Belong School Gloucestershire,Other Independent Special School,Independent special school,22/01/2019,Not applicable,Unknown,None,Non-faith,Ofsted,South West,South West,Gloucestershire,Stroud,GL2 7BP,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267692,Independent School standard inspection,Independent Standard Inspection,06/06/2023,18/07/2023,2,2,2,2,2,Yes,NULL,NULL,N,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146729,2126004,Al Risalah Boys' School,Other Independent School,Independent faith school,08/05/2019,Does not have a sixth form,Islam,Muslim,Muslim,Ofsted,London,London,Wandsworth,Tooting,SW17 7TJ,109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10283778,Independent School standard inspection,Independent Standard Inspection,11/07/2023,25/09/2023,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146733,8086005,Hartwell School,Other Independent Special School,Independent special school,17/04/2019,Not applicable,Unknown,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",North East,Stockton-on-Tees,Stockton North,TS18 3TN,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10374862,Independent School standard inspection,Independent Standard Inspection,10/06/2025,03/07/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146736,8876153,Alchemy School,Other Independent Special School,Independent special school,04/02/2019,Has a sixth form,None,None,Non-faith,Ofsted,South East,South East,Medway,Gillingham and Rainham,ME7 4LT,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10275964,Independent School standard inspection,Independent Standard Inspection,21/02/2023,26/04/2023,2,2,2,2,2,Yes,NULL,0,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146748,2046018,Yesodey Hatorah Girls School,Other Independent School,Independent faith school,01/09/2019,Does not have a sixth form,Unknown,Orthodox Jewish,Jewish,Ofsted,London,London,Hackney,Hackney North and Stoke Newington,N16 5LG,476,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10322598,Independent School standard inspection,Independent Standard Inspection,10/06/2025,13/07/2025,2,2,1,1,2,Yes,2,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146774,8506095,Kingsgate School,Other Independent Special School,Independent special school,30/04/2019,Not applicable,Unknown,None,Non-faith,Ofsted,South East,South East,Hampshire,Fareham and Waterlooville,PO16 0HZ,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299248,Independent School standard inspection,Independent Standard Inspection,21/05/2024,11/07/2024,1,1,1,1,1,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146790,8386042,Aurora Beeches School,Other Independent Special School,Independent special school,20/05/2019,Not applicable,Unknown,None,Non-faith,Ofsted,South West,South West,Dorset,North Dorset,BH21 5RT,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299249,Independent School standard inspection,Independent Standard Inspection,23/01/2024,19/03/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146824,8086006,Elmbank Learning Centre,Other Independent Special School,Independent special school,14/08/2019,Not applicable,Unknown,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",North East,Stockton-on-Tees,Stockton North,TS20 1PQ,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10321505,Independent School standard inspection,Independent Standard Inspection,18/06/2024,15/07/2024,1,1,1,1,1,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146971,9256011,Witham Prospect School,Other Independent Special School,Independent special school,30/05/2019,Not applicable,Unknown,None,Non-faith,Ofsted,East Midlands,East Midlands,Lincolnshire,Sleaford and North Hykeham,LN6 9JR,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10323201,Independent School standard inspection,Independent Standard Inspection,08/10/2024,17/11/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146973,3116004,Koru Independent AP Academy,Other Independent School,Other independent school,09/05/2019,Does not have a sixth form,None,None,Non-faith,Ofsted,London,London,Havering,Hornchurch and Upminster,RM3 7SU,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286136,Independent School standard inspection,Independent Standard Inspection,25/04/2023,19/06/2023,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146981,8606050,Heather Field School,Other Independent Special School,Independent special school,21/08/2019,Not applicable,Unknown,None,Non-faith,Ofsted,West Midlands,West Midlands,Staffordshire,Stafford,ST17 9JW,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299252,Independent School standard inspection,Independent Standard Inspection,12/03/2024,01/05/2024,1,1,1,1,1,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146982,8606051,Lyme Brook Independent School,Other Independent Special School,Independent special school,13/06/2019,Does not have a sixth form,None,None,Non-faith,Ofsted,West Midlands,West Midlands,Staffordshire,Newcastle-under-Lyme,ST5 1JB,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10284436,Independent School standard inspection,Independent Standard Inspection,19/09/2023,22/10/2023,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
146999,3306049,Camp Hill Education,Other Independent School,Other independent school,29/08/2019,Has a sixth form,None,None,Non-faith,Ofsted,West Midlands,West Midlands,Birmingham,Birmingham Hall Green and Moseley,B11 1AR,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342143,Independent School standard inspection,Independent Standard Inspection,11/02/2025,22/05/2025,3,3,3,2,3,Yes,NULL,NULL,Y,Did not meet all standards,Not met,Met,Met,Met,Met,Met,Met,Not met,10434255,Independent school Progress Monitoring inspection,13/01/2026,2025/26,11/02/2026,Met all standards that were checked,
147027,3066019,Al-Khair Secondary Girls,Other Independent School,Independent faith school,23/07/2019,Does not have a sixth form,Unknown,Muslim,Muslim,Ofsted,London,London,Croydon,Croydon East,CR0 6BE,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299253,Independent School standard inspection,Independent Standard Inspection,04/06/2024,09/07/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147034,8866155,The View School,Other Independent Special School,Independent special school,21/06/2019,Not applicable,None,None,Non-faith,Ofsted,South East,South East,Kent,Tonbridge,TN8 5BD,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286137,Independent School standard inspection,Independent Standard Inspection,19/09/2023,12/11/2023,2,2,2,2,2,Yes,NULL,0,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147036,9366021,Bramley Hill School,Other Independent Special School,Independent special school,07/08/2019,Not applicable,Unknown,None,Non-faith,Ofsted,South East,South East,Surrey,Reigate,KT20 7ST,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10319637,Independent School standard inspection,Independent Standard Inspection,12/03/2024,02/05/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147038,3306052,Heritage Academy,Other Independent School,Independent faith school,19/07/2019,Does not have a sixth form,Unknown,Islam,Muslim,Ofsted,West Midlands,West Midlands,Birmingham,Birmingham Hall Green and Moseley,B12 0DX,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299254,Independent School standard inspection,Independent Standard Inspection,17/10/2023,04/12/2023,1,1,1,1,1,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147169,8606052,Parkgate Farm,Other Independent Special School,Independent special school,17/07/2019,Not applicable,Unknown,None,Non-faith,Ofsted,West Midlands,West Midlands,Staffordshire,Staffordshire Moorlands,ST10 2LR,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10322599,Independent School standard inspection,Independent Standard Inspection,18/06/2024,09/09/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147171,3826014,Rida Boys High School,Other Independent School,Independent faith school,07/08/2019,Does not have a sixth form,Unknown,Islam,Muslim,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Kirklees,Dewsbury and Batley,WF12 9NQ,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10321506,Independent School standard inspection,Independent Standard Inspection,16/04/2024,07/05/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147184,3066020,Al-Khair School Preparatory School,Other Independent School,Independent faith school,23/07/2019,Does not have a sixth form,None,Islam,Muslim,Ofsted,London,London,Croydon,Croydon West,CR0 3RA,276,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10322600,Independent School standard inspection,Independent Standard Inspection,01/10/2024,20/11/2024,2,2,2,2,2,Yes,2,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147199,2036006,Social Arts for Education,Other Independent Special School,Independent special school,07/08/2019,Not applicable,Unknown,None,Non-faith,Ofsted,London,London,Greenwich,Eltham and Chislehurst,SE9 1TY,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299402,Independent School standard inspection,Independent Standard Inspection,10/07/2024,24/09/2024,2,2,2,2,2,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147205,8866156,VTC Independent School,Other Independent School,Other independent school,04/05/2020,Has a sixth form,Does not apply,Does not apply,Non-faith,Ofsted,South East,South East,Kent,Sittingbourne and Sheppey,ME10 3DZ,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286468,Independent School standard inspection,Independent Standard Inspection,28/11/2023,18/01/2024,2,2,2,2,2,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147206,8886118,Bridgeway School,Other Independent Special School,Independent special school,23/07/2019,Not applicable,None,None,Non-faith,Ofsted,North West,North West,Lancashire,Ribble Valley,PR5 6EP,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10322511,Independent School standard inspection,Independent Standard Inspection,11/06/2024,17/07/2024,1,1,1,1,1,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147208,3556012,Ateres Elisheva,Other Independent School,Independent faith school,21/08/2019,Does not have a sixth form,None,Jewish,Jewish,Ofsted,North West,North West,Salford,Bury South,M7 4JD,180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267693,Independent School standard inspection,Independent Standard Inspection,13/06/2023,24/07/2023,2,2,2,2,2,Yes,2,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147220,8846018,Compass Community School Hereford,Other Independent Special School,Independent special school,29/08/2019,Not applicable,Unknown,None,Non-faith,Ofsted,West Midlands,West Midlands,Herefordshire,North Herefordshire,HR8 1HT,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10322601,Independent School standard inspection,Independent Standard Inspection,25/06/2024,11/09/2024,2,2,1,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147223,8566045,Imam Muhammad Adam Institute Boys School,Other Independent School,Independent faith school,04/12/2020,Does not have a sixth form,Unknown,Islam,Muslim,Ofsted,East Midlands,East Midlands,Leicester,Leicester South,LE5 5AY,151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10374824,Independent School standard inspection,Independent Standard Inspection,10/06/2025,02/09/2025,1,1,1,1,1,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147234,3306061,Orion School,Other Independent School,Other independent school,26/09/2019,Does not have a sixth form,None,None,Non-faith,Ofsted,West Midlands,West Midlands,Birmingham,Birmingham Ladywood,B18 7QD,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267697,Independent School standard inspection,Independent Standard Inspection,04/07/2023,13/09/2023,2,2,2,1,1,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147235,3566013,Progress Schools - Stockport,Other Independent School,Other independent school,28/08/2019,Does not have a sixth form,None,None,Non-faith,Ofsted,North West,North West,Stockport,Stockport,SK3 0AN,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10322513,Independent School standard inspection,Independent Standard Inspection,23/04/2024,09/06/2024,3,3,2,3,3,Yes,NULL,NULL,Y,Did not meet all standards,Not met,Met,Met,Met,Met,Met,Met,Not met,10431751,Independent school Progress Monitoring inspection,08/01/2026,2025/26,12/02/2026,Did not meet all standards that were checked,
147236,8616018,Excellence Girls Academy,Other Independent School,Independent faith school,30/08/2019,Does not have a sixth form,Unknown,Islam,Muslim,Ofsted,West Midlands,West Midlands,Stoke-on-Trent,Stoke-on-Trent Central,ST4 2ER,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10322602,Independent School standard inspection,Independent Standard Inspection,14/05/2024,16/06/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
147237,9436016,South Lakes Academy,Other Independent Special School,Independent special school,30/07/2019,Not applicable,None,None,Non-faith,Ofsted,North West,North West,Westmorland and Furness,Westmorland and Lonsdale,LA9 4ED,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10322514,Independent School standard inspection,Independent Standard Inspection,02/07/2024,12/09/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
